contentAdvisoryRating	features	ipadScreenshotUrls	rank	releaseDate	currency	artistId	userRatingCountForCurrentVersion	wrapperType	advisories	genres	sub	title	trackId	description	artistName	formattedPrice	artworkUrl512	version	primaryGenreId	primaryGenreName	fileSizeBytes	type	price	isGameCenterEnabled	trackCensoredName	genreIds	trackName	languageCodesISO2A	sellerUrl	screenshotUrls	userRatingCount	trackContentRating	refid	artistViewUrl	kind	averageUserRatingForCurrentVersion	sellerName	supportedDevices	artworkUrl100	bundleId	trackViewUrl	minimumOsVersion	artworkUrl60	averageUserRating
9+	[u'iosUniversal']	[u'http://a3.mzstatic.com/us/r30/Purple3/v4/63/6c/19/636c1925-47d0-32fc-1e1d-477a267016c1/screen480x480.jpeg', u'http://a1.mzstatic.com/us/r30/Purple3/v4/cf/47/1d/cf471ded-1350-2a9a-e847-8d8c00d020da/screen480x480.jpeg', u'http://a1.mzstatic.com/us/r30/Purple1/v4/b4/bc/ff/b4bcffc4-f026-5a01-de36-75771c534f8e/screen480x480.jpeg', u'http://a1.mzstatic.com/us/r30/Purple3/v4/04/95/5a/04955a18-ef3e-a53f-810e-1e424fa399f4/screen480x480.jpeg', u'http://a3.mzstatic.com/us/r30/Purple5/v4/4c/97/a2/4c97a277-e83b-7af3-312a-00c1bce52316/screen480x480.jpeg']	1	2015-01-23T19:28:42Z	USD	347363505	55	software	[u'Infrequent/Mild Cartoon or Fantasy Violence']	[u'Games', u'Action', u'Adventure']	The LEGO Group	LEGO® Ninjago Tournament	957636824	You’ve been invited to enter Master Chen’s Tournament of Elements.  Utilise your Ninja Training to unlock your True Potential, and defeat the other Elemental Masters! Face-off against the all new Elemental Masters, each with their own unique abilities. Battle in Chen’s Arena against well known enemies from the Ninjago: Masters of Spinjtsu TV Series. Level up your characters; the more you use them, the stronger they become! Unlock your favourite characters, including Sensei Garmadon, Snike and Mindroid! Unleash the Power of Spinjitsu to blast your way through waves of opponents! Face a mysterious new foe…  This app is compatible with iPhone 4s, iPad 2 and iPod touch 5th Gen and above.  For app support contact LEGO Consumer Service.  For contact details refer to http://service.lego.com/contactus  Our privacy policy and terms of use for apps are accepted if you download this app.   Read more on http://aboutus.lego.com/legal-notice/Privacy-Policy and http://aboutus.lego.com/en-us/legal-notice/terms-of-use-for-apps  LEGO and the LEGO logo are trademarks of the LEGO Group. ©2015 The LEGO Group.	The LEGO Group	Free	http://a1744.phobos.apple.com/us/r30/Purple3/v4/ec/ca/0c/ecca0c26-e39c-4ffb-e59f-e51da44b6edd/pr_source.jpg?downloadKey=1423250453_35ce5ff3aca8841c7e104ec0d27b274d	1.0.69951	6014	Games	585705823	0	0.0	False	LEGO® Ninjago Tournament	[u'6014', u'7001', u'7002']	LEGO® Ninjago Tournament	[u'EN']	http://www.lego.com/ninjago/	[u'http://a2.mzstatic.com/us/r30/Purple3/v4/b1/14/0e/b1140e4d-843d-e1cb-de07-d64d01cdb04f/screen320x320.jpeg', u'http://a2.mzstatic.com/us/r30/Purple1/v4/de/27/68/de27689a-f774-e5ee-1a1d-d5cac5e3fceb/screen320x320.jpeg', u'http://a4.mzstatic.com/us/r30/Purple1/v4/9e/ed/0f/9eed0f31-4952-a36c-e9cb-3af176a77350/screen320x320.jpeg', u'http://a2.mzstatic.com/us/r30/Purple1/v4/06/35/2c/06352cc6-d287-b314-11a0-e229770a72d8/screen320x320.jpeg', u'http://a5.mzstatic.com/us/r30/Purple3/v4/1d/58/3a/1d583a63-8316-39f3-ef4b-8fb35077ceb7/screen320x320.jpeg']	55	9+	957636824	https://itunes.apple.com/us/artist/the-lego-group/id347363505?uo=4	software	4.5	LEGO Systems, Inc	[u'iPhone4S', u'iPodTouchFifthGen', u'iPhone6', u'iPadMini4G', u'iPad2Wifi', u'iPad23G', u'iPhone5c', u'iPhone4', u'iPadFourthGen', u'iPadMini', u'iPhone6Plus', u'iPhone5', u'iPadFourthGen4G', u'iPadThirdGen4G', u'iPhone5s', u'iPadThirdGen']	http://a1744.phobos.apple.com/us/r30/Purple3/v4/ec/ca/0c/ecca0c26-e39c-4ffb-e59f-e51da44b6edd/pr_source.jpg?downloadKey=1423250453_35ce5ff3aca8841c7e104ec0d27b274d	com.lego.ninjago.toe	https://itunes.apple.com/us/app/lego-ninjago-tournament/id957636824?mt=8&uo=4	7.0	http://a1754.phobos.apple.com/us/r30/Purple1/v4/49/ba/dc/49badc48-40df-8e92-0973-98fbbab8070e/Icon.png	4.5
